timestamp,J,threshold,result
2025-04-22 23:25:16,348.9222,46.9629,ATTACK
2025-04-22 23:25:36,366.7582,46.9629,ATTACK
2025-04-22 23:25:40,1493.6605,46.9629,ATTACK
